[{'X': 0.717735767364502, 'Y': 0.7315305471420288, 'Z': -0.0001402326743118465}, {'X': 0.6488844156265259, 'Y': 0.7202473878860474, 'Z': 0.012480496428906918}, {'X': 0.5983565449714661, 'Y': 0.6460740566253662, 'Z': 0.02594916708767414}, {'X': 0.5660297274589539, 'Y': 0.5882214307785034, 'Z': 0.030078571289777756}, {'X': 0.5392251014709473, 'Y': 0.5728258490562439, 'Z': 0.030102144926786423}, {'X': 0.6337330937385559, 'Y': 0.48415374755859375, 'Z': 0.06748384982347488}, {'X': 0.6139962673187256, 'Y': 0.3886406421661377, 'Z': 0.07161349803209305}, {'X': 0.6026408076286316, 'Y': 0.32559484243392944, 'Z': 0.05800327658653259}, {'X': 0.5929793119430542, 'Y': 0.2700726091861725, 'Z': 0.04322291165590286}, {'X': 0.6664327383041382, 'Y': 0.4571624994277954, 'Z': 0.045490119606256485}, {'X': 0.6493159532546997, 'Y': 0.3428821265697479, 'Z': 0.05443090945482254}, {'X': 0.6354870796203613, 'Y': 0.2640773355960846, 'Z': 0.03614068403840065}, {'X': 0.6242372989654541, 'Y': 0.19565662741661072, 'Z': 0.021640075370669365}, {'X': 0.702924907207489, 'Y': 0.45172518491744995, 'Z': 0.018329717218875885}, {'X': 0.6893351078033447, 'Y': 0.33548659086227417, 'Z': 0.021169980987906456}, {'X': 0.677361249923706, 'Y': 0.2617059350013733, 'Z': 0.0027095030527561903}, {'X': 0.6673440933227539, 'Y': 0.19417664408683777, 'Z': -0.00976386945694685}, {'X': 0.7431193590164185, 'Y': 0.4690530002117157, 'Z': -0.010695403441786766}, {'X': 0.7443654537200928, 'Y': 0.37808555364608765, 'Z': -0.014804856851696968}, {'X': 0.7436175346374512, 'Y': 0.31708648800849915, 'Z': -0.02621334232389927}, {'X': 0.7408167719841003, 'Y': 0.2562794089317322, 'Z': -0.035140760242938995}]
[{'X': 0.7156620621681213, 'Y': 0.7345510125160217, 'Z': -0.00011144721793243662}, {'X': 0.6426380276679993, 'Y': 0.7028542757034302, 'Z': 0.024983633309602737}, {'X': 0.5967084169387817, 'Y': 0.6215694546699524, 'Z': 0.047994352877140045}, {'X': 0.5702456831932068, 'Y': 0.5676372647285461, 'Z': 0.06067139655351639}, {'X': 0.548679769039154, 'Y': 0.5438778400421143, 'Z': 0.06375463306903839}, {'X': 0.6415114998817444, 'Y': 0.49905696511268616, 'Z': 0.07638196647167206}, {'X': 0.632286548614502, 'Y': 0.39356255531311035, 'Z': 0.09106681495904922}, {'X': 0.6211207509040833, 'Y': 0.3311668336391449, 'Z': 0.09446560591459274}, {'X': 0.606126070022583, 'Y': 0.2866195738315582, 'Z': 0.09754543006420135}, {'X': 0.675868809223175, 'Y': 0.48693352937698364, 'Z': 0.05197320133447647}, {'X': 0.6724969744682312, 'Y': 0.3668223023414612, 'Z': 0.05047982186079025}, {'X': 0.6549592018127441, 'Y': 0.31622207164764404, 'Z': 0.03985993564128876}, {'X': 0.6361470818519592, 'Y': 0.2936203181743622, 'Z': 0.036176636815071106}, {'X': 0.7122445702552795, 'Y': 0.49640220403671265, 'Z': 0.02446443773806095}, {'X': 0.7036377191543579, 'Y': 0.389628529548645, 'Z': 0.004484185483306646}, {'X': 0.6823919415473938, 'Y': 0.3878227174282074, 'Z': -0.027125641703605652}, {'X': 0.664057195186615, 'Y': 0.4034791588783264, 'Z': -0.03927711024880409}, {'X': 0.7483914494514465, 'Y': 0.519454836845398, 'Z': -0.0009967854712158442}, {'X': 0.7296520471572876, 'Y': 0.454201877117157, 'Z': -0.04208490252494812}, {'X': 0.7086138725280762, 'Y': 0.4870721101760864, 'Z': -0.06963363289833069}, {'X': 0.690567672252655, 'Y': 0.5357339978218079, 'Z': -0.08199428766965866}]
[{'X': 0.7197096943855286, 'Y': 0.7373197078704834, 'Z': -0.0001319643051829189}, {'X': 0.6452932953834534, 'Y': 0.711428701877594, 'Z': 0.026266995817422867}, {'X': 0.595304012298584, 'Y': 0.6336804628372192, 'Z': 0.054017022252082825}, {'X': 0.5683354139328003, 'Y': 0.57720547914505, 'Z': 0.07007425278425217}, {'X': 0.5520907640457153, 'Y': 0.5507228374481201, 'Z': 0.08311545848846436}, {'X': 0.6404827833175659, 'Y': 0.4901883602142334, 'Z': 0.08809653669595718}, {'X': 0.6329161524772644, 'Y': 0.3864871859550476, 'Z': 0.10649123042821884}, {'X': 0.6217837929725647, 'Y': 0.32230833172798157, 'Z': 0.11223942786455154}, {'X': 0.6096004247665405, 'Y': 0.28119271993637085, 'Z': 0.11367452889680862}, {'X': 0.6747130155563354, 'Y': 0.47369635105133057, 'Z': 0.06581553816795349}, {'X': 0.6715927720069885, 'Y': 0.3584137260913849, 'Z': 0.07160073518753052}, {'X': 0.6541633009910583, 'Y': 0.30682486295700073, 'Z': 0.06501439213752747}, {'X': 0.637974739074707, 'Y': 0.28569385409355164, 'Z': 0.0650736466050148}, {'X': 0.7104229927062988, 'Y': 0.48030829429626465, 'Z': 0.0394638329744339}, {'X': 0.7044856548309326, 'Y': 0.37950843572616577, 'Z': 0.03087710030376911}, {'X': 0.6860848069190979, 'Y': 0.4117429554462433, 'Z': 0.0018418559338897467}, {'X': 0.672616183757782, 'Y': 0.46071478724479675, 'Z': -0.006620569620281458}, {'X': 0.7458603382110596, 'Y': 0.502519428730011, 'Z': 0.01507100835442543}, {'X': 0.7328318357467651, 'Y': 0.4422279894351959, 'Z': -0.016553325578570366}, {'X': 0.7182561159133911, 'Y': 0.48419976234436035, 'Z': -0.04443035274744034}, {'X': 0.7074761390686035, 'Y': 0.539965033531189, 'Z': -0.05630463361740112}]
[{'X': 0.7236329913139343, 'Y': 0.7390154600143433, 'Z': -0.00015894796524662524}, {'X': 0.6479921936988831, 'Y': 0.713164210319519, 'Z': 0.024645207449793816}, {'X': 0.5971923470497131, 'Y': 0.6371864676475525, 'Z': 0.050706133246421814}, {'X': 0.5687806606292725, 'Y': 0.5805267691612244, 'Z': 0.06326298415660858}, {'X': 0.5485858917236328, 'Y': 0.5558065176010132, 'Z': 0.07439311593770981}, {'X': 0.641463577747345, 'Y': 0.4910234808921814, 'Z': 0.09426389634609222}, {'X': 0.6296106576919556, 'Y': 0.38517823815345764, 'Z': 0.11091922223567963}, {'X': 0.616349995136261, 'Y': 0.3226291537284851, 'Z': 0.1160266175866127}, {'X': 0.6039310097694397, 'Y': 0.28294023871421814, 'Z': 0.12004295736551285}, {'X': 0.6754940748214722, 'Y': 0.4728434681892395, 'Z': 0.07180752605199814}, {'X': 0.66749507188797, 'Y': 0.35610777139663696, 'Z': 0.08144260942935944}, {'X': 0.6492482423782349, 'Y': 0.2922627627849579, 'Z': 0.07491631805896759}, {'X': 0.6343473792076111, 'Y': 0.2628461420536041, 'Z': 0.07700670510530472}, {'X': 0.7112191915512085, 'Y': 0.47433173656463623, 'Z': 0.04347113147377968}, {'X': 0.7021868228912354, 'Y': 0.36759546399116516, 'Z': 0.035955991595983505}, {'X': 0.6791249513626099, 'Y': 0.3615879416465759, 'Z': 0.004473428707569838}, {'X': 0.661767840385437, 'Y': 0.388034462928772, 'Z': -0.0033495875541120768}, {'X': 0.7484501004219055, 'Y': 0.49202847480773926, 'Z': 0.016355158761143684}, {'X': 0.7376934289932251, 'Y': 0.4158616065979004, 'Z': -0.01428010780364275}, {'X': 0.7210485339164734, 'Y': 0.4180702567100525, 'Z': -0.04754005745053291}, {'X': 0.7064071297645569, 'Y': 0.4515726566314697, 'Z': -0.06200390309095383}]
[{'X': 0.7292978167533875, 'Y': 0.7407338619232178, 'Z': -0.00014930217002984136}, {'X': 0.6501727104187012, 'Y': 0.7186809182167053, 'Z': 0.0246499702334404}, {'X': 0.5959163904190063, 'Y': 0.6420579552650452, 'Z': 0.056825459003448486}, {'X': 0.5665869116783142, 'Y': 0.5828575491905212, 'Z': 0.07563047856092453}, {'X': 0.5496518611907959, 'Y': 0.5548490881919861, 'Z': 0.09535300731658936}, {'X': 0.6421346664428711, 'Y': 0.48851698637008667, 'Z': 0.10776224732398987}, {'X': 0.629184365272522, 'Y': 0.38682830333709717, 'Z': 0.13108783960342407}, {'X': 0.6153172850608826, 'Y': 0.3265484571456909, 'Z': 0.14240629971027374}, {'X': 0.6034248471260071, 'Y': 0.28724563121795654, 'Z': 0.15171630680561066}, {'X': 0.6756455898284912, 'Y': 0.46687763929367065, 'Z': 0.09005356580018997}, {'X': 0.6667152643203735, 'Y': 0.3535458445549011, 'Z': 0.11304541677236557}, {'X': 0.646353542804718, 'Y': 0.2888961434364319, 'Z': 0.11681288480758667}, {'X': 0.6297696828842163, 'Y': 0.25750109553337097, 'Z': 0.12614604830741882}, {'X': 0.7111787796020508, 'Y': 0.4625948369503021, 'Z': 0.06512442231178284}, {'X': 0.7017430067062378, 'Y': 0.3590221405029297, 'Z': 0.06551729887723923}, {'X': 0.6785677671432495, 'Y': 0.35006022453308105, 'Z': 0.03699921444058418}, {'X': 0.6613040566444397, 'Y': 0.3741298317909241, 'Z': 0.03170178085565567}, {'X': 0.7493894696235657, 'Y': 0.47247612476348877, 'Z': 0.0413203202188015}, {'X': 0.7375777959823608, 'Y': 0.3995072841644287, 'Z': 0.01551144104450941}, {'X': 0.720684289932251, 'Y': 0.4023711681365967, 'Z': -0.02025076374411583}, {'X': 0.706581711769104, 'Y': 0.4359963536262512, 'Z': -0.035765741020441055}]
[{'X': 0.7159833908081055, 'Y': 0.7157915830612183, 'Z': -0.00010081967047881335}, {'X': 0.6466248631477356, 'Y': 0.7111836671829224, 'Z': 0.011024359613656998}, {'X': 0.5980154871940613, 'Y': 0.6360733509063721, 'Z': 0.035226624459028244}, {'X': 0.5720885992050171, 'Y': 0.5776651501655579, 'Z': 0.04881257191300392}, {'X': 0.5477680563926697, 'Y': 0.556398868560791, 'Z': 0.06112892925739288}, {'X': 0.6411917209625244, 'Y': 0.48264360427856445, 'Z': 0.08872349560260773}, {'X': 0.6284151673316956, 'Y': 0.3831826150417328, 'Z': 0.10968217998743057}, {'X': 0.6156652569770813, 'Y': 0.32166779041290283, 'Z': 0.11922776699066162}, {'X': 0.603811502456665, 'Y': 0.2783318758010864, 'Z': 0.12314994633197784}, {'X': 0.6761839985847473, 'Y': 0.4590509235858917, 'Z': 0.0715964138507843}, {'X': 0.665259599685669, 'Y': 0.3486855924129486, 'Z': 0.08547393232584}, {'X': 0.6451467871665955, 'Y': 0.2781256139278412, 'Z': 0.08123717457056046}, {'X': 0.630018949508667, 'Y': 0.23664233088493347, 'Z': 0.08048743009567261}, {'X': 0.713151216506958, 'Y': 0.4589412212371826, 'Z': 0.04706006869673729}, {'X': 0.702153742313385, 'Y': 0.3498391807079315, 'Z': 0.035492610186338425}, {'X': 0.6826754212379456, 'Y': 0.3253920376300812, 'Z': 0.006703920662403107}, {'X': 0.668181836605072, 'Y': 0.3301025331020355, 'Z': -0.0016278496477752924}, {'X': 0.7529260516166687, 'Y': 0.4764726758003235, 'Z': 0.02328580804169178}, {'X': 0.7405481338500977, 'Y': 0.39233916997909546, 'Z': -0.015357865951955318}, {'X': 0.7231128811836243, 'Y': 0.39162784814834595, 'Z': -0.04848810285329819}, {'X': 0.7079165577888489, 'Y': 0.4246913194656372, 'Z': -0.0629027932882309}]
[{'X': 0.7176437377929688, 'Y': 0.725895881652832, 'Z': -8.242686453741044e-05}, {'X': 0.646777868270874, 'Y': 0.7144362926483154, 'Z': 0.011802531778812408}, {'X': 0.597158670425415, 'Y': 0.6365752220153809, 'Z': 0.03509125858545303}, {'X': 0.5709781646728516, 'Y': 0.5780131220817566, 'Z': 0.0477549210190773}, {'X': 0.5468523502349854, 'Y': 0.5561168193817139, 'Z': 0.058733031153678894}, {'X': 0.6408512592315674, 'Y': 0.48765501379966736, 'Z': 0.08649922907352448}, {'X': 0.628222644329071, 'Y': 0.3849151134490967, 'Z': 0.10725091397762299}, {'X': 0.6166472434997559, 'Y': 0.3202115297317505, 'Z': 0.11557155102491379}, {'X': 0.6067683100700378, 'Y': 0.2718234062194824, 'Z': 0.11710289865732193}, {'X': 0.6769561767578125, 'Y': 0.46305885910987854, 'Z': 0.0698423683643341}, {'X': 0.6662566661834717, 'Y': 0.34843873977661133, 'Z': 0.08150641620159149}, {'X': 0.6463841795921326, 'Y': 0.27445554733276367, 'Z': 0.07315493375062943}, {'X': 0.6307528614997864, 'Y': 0.22824469208717346, 'Z': 0.06856648623943329}, {'X': 0.7147440314292908, 'Y': 0.46192824840545654, 'Z': 0.04653800278902054}, {'X': 0.7058413028717041, 'Y': 0.3504296541213989, 'Z': 0.0354255847632885}, {'X': 0.6877582669258118, 'Y': 0.3181786835193634, 'Z': 0.005282673519104719}, {'X': 0.6739994883537292, 'Y': 0.3153091073036194, 'Z': -0.005547987297177315}, {'X': 0.7548761963844299, 'Y': 0.47854873538017273, 'Z': 0.02354082465171814}, {'X': 0.743323802947998, 'Y': 0.39161041378974915, 'Z': -0.015080824494361877}, {'X': 0.7250106930732727, 'Y': 0.38658031821250916, 'Z': -0.05003752186894417}, {'X': 0.707358181476593, 'Y': 0.4152902662754059, 'Z': -0.06686759740114212}]
[{'X': 0.7207674980163574, 'Y': 0.7347845435142517, 'Z': -0.00010361742170061916}, {'X': 0.6521493196487427, 'Y': 0.7198178172111511, 'Z': 0.01684652827680111}, {'X': 0.6005645990371704, 'Y': 0.6427169442176819, 'Z': 0.03872072696685791}, {'X': 0.5719245672225952, 'Y': 0.5838835835456848, 'Z': 0.04840202257037163}, {'X': 0.5476455092430115, 'Y': 0.5642151832580566, 'Z': 0.056020338088274}, {'X': 0.6415156126022339, 'Y': 0.4859394133090973, 'Z': 0.08858096599578857}, {'X': 0.6284568309783936, 'Y': 0.38525569438934326, 'Z': 0.1064026951789856}, {'X': 0.6179084181785583, 'Y': 0.32419028878211975, 'Z': 0.1130828931927681}, {'X': 0.6098095178604126, 'Y': 0.2752074897289276, 'Z': 0.11399982869625092}, {'X': 0.6760154366493225, 'Y': 0.4619859457015991, 'Z': 0.07070007175207138}, {'X': 0.6631128787994385, 'Y': 0.3550698459148407, 'Z': 0.08695274591445923}, {'X': 0.6454936861991882, 'Y': 0.2824198603630066, 'Z': 0.08038344234228134}, {'X': 0.6318274736404419, 'Y': 0.2287837564945221, 'Z': 0.07750986516475677}, {'X': 0.7134565114974976, 'Y': 0.45610448718070984, 'Z': 0.046743955463171005}, {'X': 0.7004033923149109, 'Y': 0.35382625460624695, 'Z': 0.052401766180992126}, {'X': 0.6789452433586121, 'Y': 0.30064305663108826, 'Z': 0.03855345770716667}, {'X': 0.6616818904876709, 'Y': 0.26954638957977295, 'Z': 0.03509371355175972}, {'X': 0.7540991306304932, 'Y': 0.4688605070114136, 'Z': 0.021778728812932968}, {'X': 0.7412068843841553, 'Y': 0.38294148445129395, 'Z': 0.006425611209124327}, {'X': 0.7218135595321655, 'Y': 0.3537604808807373, 'Z': -0.013515600003302097}, {'X': 0.7020344734191895, 'Y': 0.3517945110797882, 'Z': -0.02218439429998398}]
[{'X': 0.7192375063896179, 'Y': 0.7228069305419922, 'Z': -8.642844477435574e-05}, {'X': 0.6519274115562439, 'Y': 0.7121249437332153, 'Z': 0.008080859668552876}, {'X': 0.6008131504058838, 'Y': 0.6407334208488464, 'Z': 0.027825012803077698}, {'X': 0.5723959803581238, 'Y': 0.5796563625335693, 'Z': 0.0391063392162323}, {'X': 0.5501489043235779, 'Y': 0.5573621392250061, 'Z': 0.048123981803655624}, {'X': 0.6404688358306885, 'Y': 0.482933908700943, 'Z': 0.07369694858789444}, {'X': 0.627388060092926, 'Y': 0.38541388511657715, 'Z': 0.08685065060853958}, {'X': 0.617989182472229, 'Y': 0.3228663206100464, 'Z': 0.08763600140810013}, {'X': 0.6098760366439819, 'Y': 0.27128174901008606, 'Z': 0.08292748779058456}, {'X': 0.674628496170044, 'Y': 0.45937472581863403, 'Z': 0.05977348983287811}, {'X': 0.6608449220657349, 'Y': 0.3514289855957031, 'Z': 0.07160560041666031}, {'X': 0.6455420851707458, 'Y': 0.2780877649784088, 'Z': 0.05991927906870842}, {'X': 0.6324880123138428, 'Y': 0.2214553952217102, 'Z': 0.05045795068144798}, {'X': 0.7126486301422119, 'Y': 0.45526981353759766, 'Z': 0.03897763043642044}, {'X': 0.7003896236419678, 'Y': 0.3542415499687195, 'Z': 0.04327569156885147}, {'X': 0.6833155155181885, 'Y': 0.29662346839904785, 'Z': 0.02557300217449665}, {'X': 0.6669647097587585, 'Y': 0.257617324590683, 'Z': 0.014171854592859745}, {'X': 0.7541367411613464, 'Y': 0.47010907530784607, 'Z': 0.016907257959246635}, {'X': 0.7478533983230591, 'Y': 0.3897750973701477, 'Z': 0.004608026705682278}, {'X': 0.7350046634674072, 'Y': 0.3498189449310303, 'Z': -0.014716224744915962}, {'X': 0.7175084948539734, 'Y': 0.33012425899505615, 'Z': -0.025883512571454048}]
[{'X': 0.7189366221427917, 'Y': 0.7274141907691956, 'Z': -0.00010302951704943553}, {'X': 0.6501837372779846, 'Y': 0.7154785990715027, 'Z': 0.010215685702860355}, {'X': 0.5990459322929382, 'Y': 0.6427392363548279, 'Z': 0.030448080971837044}, {'X': 0.5699735879898071, 'Y': 0.5830051898956299, 'Z': 0.04283539205789566}, {'X': 0.5484551191329956, 'Y': 0.5573806166648865, 'Z': 0.05388621240854263}, {'X': 0.6409394145011902, 'Y': 0.48622414469718933, 'Z': 0.07412567734718323}, {'X': 0.6284642219543457, 'Y': 0.3837805986404419, 'Z': 0.08631397038698196}, {'X': 0.6171090602874756, 'Y': 0.32213979959487915, 'Z': 0.08211270719766617}, {'X': 0.6066901087760925, 'Y': 0.27145469188690186, 'Z': 0.07279650121927261}, {'X': 0.6744908094406128, 'Y': 0.4642423391342163, 'Z': 0.058921486139297485}, {'X': 0.6609717011451721, 'Y': 0.3503555357456207, 'Z': 0.07030414044857025}, {'X': 0.6452285051345825, 'Y': 0.27677881717681885, 'Z': 0.05499117448925972}, {'X': 0.6332109570503235, 'Y': 0.22000166773796082, 'Z': 0.04281102493405342}, {'X': 0.7120652198791504, 'Y': 0.46145960688591003, 'Z': 0.037214603275060654}, {'X': 0.6996552348136902, 'Y': 0.3561320900917053, 'Z': 0.04287721589207649}, {'X': 0.6824129223823547, 'Y': 0.29298362135887146, 'Z': 0.023796778172254562}, {'X': 0.6669169664382935, 'Y': 0.2441081404685974, 'Z': 0.010685523971915245}, {'X': 0.7532250881195068, 'Y': 0.47794875502586365, 'Z': 0.013760779052972794}, {'X': 0.7462038993835449, 'Y': 0.39538881182670593, 'Z': 0.007532103918492794}, {'X': 0.7344235777854919, 'Y': 0.3455793857574463, 'Z': -0.008233785629272461}, {'X': 0.7189966440200806, 'Y': 0.3078804612159729, 'Z': -0.019054844975471497}]
[{'X': 0.7228258848190308, 'Y': 0.726954996585846, 'Z': -8.877782238414511e-05}, {'X': 0.6531447768211365, 'Y': 0.7158082127571106, 'Z': 0.008088085800409317}, {'X': 0.6022100448608398, 'Y': 0.6428099274635315, 'Z': 0.02605162188410759}, {'X': 0.5719855427742004, 'Y': 0.5805274248123169, 'Z': 0.0365278534591198}, {'X': 0.5483546257019043, 'Y': 0.5575568675994873, 'Z': 0.04548592120409012}, {'X': 0.6412596106529236, 'Y': 0.48053276538848877, 'Z': 0.07175900787115097}, {'X': 0.6273616552352905, 'Y': 0.3827371299266815, 'Z': 0.08066263794898987}, {'X': 0.616020917892456, 'Y': 0.3204452693462372, 'Z': 0.07364822924137115}, {'X': 0.6060225367546082, 'Y': 0.2679815888404846, 'Z': 0.06351204961538315}, {'X': 0.675601601600647, 'Y': 0.455012708902359, 'Z': 0.05815785005688667}, {'X': 0.6600832343101501, 'Y': 0.3460651934146881, 'Z': 0.07150553911924362}, {'X': 0.6449031829833984, 'Y': 0.27319633960723877, 'Z': 0.056742727756500244}, {'X': 0.63185715675354, 'Y': 0.21388176083564758, 'Z': 0.04353954643011093}, {'X': 0.7145782113075256, 'Y': 0.4509950876235962, 'Z': 0.037722375243902206}, {'X': 0.7000678777694702, 'Y': 0.3481397032737732, 'Z': 0.04583464190363884}, {'X': 0.6834176182746887, 'Y': 0.2836417555809021, 'Z': 0.029190175235271454}, {'X': 0.6676323413848877, 'Y': 0.23191624879837036, 'Z': 0.01685516908764839}, {'X': 0.7573860883712769, 'Y': 0.46779829263687134, 'Z': 0.01585535518825054}, {'X': 0.748997688293457, 'Y': 0.3832516372203827, 'Z': 0.012143457308411598}, {'X': 0.7365312576293945, 'Y': 0.3286031484603882, 'Z': -0.0010684242006391287}, {'X': 0.7196530699729919, 'Y': 0.2846255302429199, 'Z': -0.010696199722588062}]
[{'X': 0.7160496115684509, 'Y': 0.7193175554275513, 'Z': -9.241273073712364e-05}, {'X': 0.6491219401359558, 'Y': 0.7097444534301758, 'Z': 0.01162038929760456}, {'X': 0.6006552577018738, 'Y': 0.6376844644546509, 'Z': 0.023666193708777428}, {'X': 0.5702390074729919, 'Y': 0.5765608549118042, 'Z': 0.028248779475688934}, {'X': 0.5448311567306519, 'Y': 0.5580058693885803, 'Z': 0.029577597975730896}, {'X': 0.6403113603591919, 'Y': 0.4790433645248413, 'Z': 0.0594477541744709}, {'X': 0.6259881258010864, 'Y': 0.3775330185890198, 'Z': 0.06638874113559723}, {'X': 0.6156427264213562, 'Y': 0.31152093410491943, 'Z': 0.059369854629039764}, {'X': 0.6066601872444153, 'Y': 0.2588101923465729, 'Z': 0.05109274014830589}, {'X': 0.6757922172546387, 'Y': 0.4531819522380829, 'Z': 0.04364120215177536}, {'X': 0.6594998836517334, 'Y': 0.3378024101257324, 'Z': 0.05496310815215111}, {'X': 0.6443852186203003, 'Y': 0.2606196403503418, 'Z': 0.039305780082941055}, {'X': 0.6327150464057922, 'Y': 0.20074301958084106, 'Z': 0.025987787172198296}, {'X': 0.7144222855567932, 'Y': 0.4488954544067383, 'Z': 0.024351200088858604}, {'X': 0.6979600191116333, 'Y': 0.3330443501472473, 'Z': 0.0314919613301754}, {'X': 0.6836238503456116, 'Y': 0.2609499394893646, 'Z': 0.020486777648329735}, {'X': 0.6705479621887207, 'Y': 0.20255303382873535, 'Z': 0.012989232316613197}, {'X': 0.7564451694488525, 'Y': 0.4646535813808441, 'Z': 0.00491099338978529}, {'X': 0.7526866793632507, 'Y': 0.3640468716621399, 'Z': 0.0018273383611813188}, {'X': 0.7460096478462219, 'Y': 0.29879847168922424, 'Z': -0.003932791296392679}, {'X': 0.7362838983535767, 'Y': 0.24240440130233765, 'Z': -0.00897985976189375}]
[{'X': 0.7170090079307556, 'Y': 0.7196999788284302, 'Z': -0.00012266490375623107}, {'X': 0.6502941846847534, 'Y': 0.7089340686798096, 'Z': 0.00566201563924551}, {'X': 0.6015695929527283, 'Y': 0.6371979713439941, 'Z': 0.013708723708987236}, {'X': 0.5710198283195496, 'Y': 0.5754536390304565, 'Z': 0.015279007144272327}, {'X': 0.5440212488174438, 'Y': 0.5574405193328857, 'Z': 0.014316564425826073}, {'X': 0.6409040093421936, 'Y': 0.47816410660743713, 'Z': 0.04573698714375496}, {'X': 0.6259108185768127, 'Y': 0.375873327255249, 'Z': 0.046246882528066635}, {'X': 0.6154695749282837, 'Y': 0.3105081617832184, 'Z': 0.03535022586584091}, {'X': 0.6065762639045715, 'Y': 0.2562486231327057, 'Z': 0.024336429312825203}, {'X': 0.6766936779022217, 'Y': 0.45168179273605347, 'Z': 0.030305949971079826}, {'X': 0.6600464582443237, 'Y': 0.3366777300834656, 'Z': 0.036783553659915924}, {'X': 0.6451635360717773, 'Y': 0.2591431736946106, 'Z': 0.017385555431246758}, {'X': 0.6339081525802612, 'Y': 0.1973896324634552, 'Z': 0.0016628645826131105}, {'X': 0.7147030830383301, 'Y': 0.44713902473449707, 'Z': 0.01115803699940443}, {'X': 0.6979774832725525, 'Y': 0.32955557107925415, 'Z': 0.013648935593664646}, {'X': 0.6842978596687317, 'Y': 0.25653472542762756, 'Z': -0.0018472358351573348}, {'X': 0.6728175282478333, 'Y': 0.1968507170677185, 'Z': -0.01264954824000597}, {'X': 0.7562557458877563, 'Y': 0.4631204605102539, 'Z': -0.007902764715254307}, {'X': 0.7557314038276672, 'Y': 0.3607493042945862, 'Z': -0.014624599367380142}, {'X': 0.7528659701347351, 'Y': 0.2926059067249298, 'Z': -0.02427271194756031}, {'X': 0.7482054829597473, 'Y': 0.2325320839881897, 'Z': -0.03181331604719162}]
[{'X': 0.7201175093650818, 'Y': 0.7343778610229492, 'Z': -9.952053369488567e-05}, {'X': 0.651805579662323, 'Y': 0.7227675318717957, 'Z': 0.008247788064181805}, {'X': 0.6013510227203369, 'Y': 0.643694281578064, 'Z': 0.0205925814807415}, {'X': 0.5711320042610168, 'Y': 0.5748435258865356, 'Z': 0.02579520270228386}, {'X': 0.5449090003967285, 'Y': 0.5527368783950806, 'Z': 0.030010074377059937}, {'X': 0.6385459303855896, 'Y': 0.4806278347969055, 'Z': 0.05483332648873329}, {'X': 0.6224123239517212, 'Y': 0.3736574053764343, 'Z': 0.06539260596036911}, {'X': 0.6127212047576904, 'Y': 0.3057422637939453, 'Z': 0.062349919229745865}, {'X': 0.6043484210968018, 'Y': 0.2519798278808594, 'Z': 0.0552605539560318}, {'X': 0.6750025749206543, 'Y': 0.45090848207473755, 'Z': 0.04060041159391403}, {'X': 0.6593241691589355, 'Y': 0.3283367156982422, 'Z': 0.05621197074651718}, {'X': 0.6456388831138611, 'Y': 0.24932995438575745, 'Z': 0.0438532754778862}, {'X': 0.6353517770767212, 'Y': 0.18996697664260864, 'Z': 0.03269246593117714}, {'X': 0.7127454280853271, 'Y': 0.4451046586036682, 'Z': 0.022580591961741447}, {'X': 0.6973934173583984, 'Y': 0.32391247153282166, 'Z': 0.030067203566432}, {'X': 0.6856632232666016, 'Y': 0.24633458256721497, 'Z': 0.019663071259856224}, {'X': 0.6760026216506958, 'Y': 0.18459510803222656, 'Z': 0.011338876560330391}, {'X': 0.7537335753440857, 'Y': 0.4610671103000641, 'Z': 0.004662081599235535}, {'X': 0.7554940581321716, 'Y': 0.3565007746219635, 'Z': -0.00016856877482496202}, {'X': 0.7547194361686707, 'Y': 0.2896457314491272, 'Z': -0.008577022701501846}, {'X': 0.7529628872871399, 'Y': 0.23196618258953094, 'Z': -0.014792232774198055}]
